gamePk,gameDate,playId,pitchNum,pitcherId,pitcherName,batterId,batterName,pitchSpeed,spinRate,pitchTypeDescription,pitchTypeCode,headshotUrl
777175,2025-07-09,55e3a878-a6d9-386e-9fd8-9dfee2e9104d,1,656730,Trevor Megill,681624,Andy Pages,101.9,2538.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656730/headshot/67/current"
777301,2025-06-29,c821a6c7-a256-386e-9e8f-899fdc8b8261,6,680767,Victor Vodnik,694192,Jackson Chourio,101.8,2350.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680767/headshot/67/current"
777319,2025-06-28,94682d5a-f366-3738-b4ae-286b2b7f9a97,2,660271,Shohei Ohtani,686469,Vinnie Pasquantino,101.7,2574.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/660271/headshot/67/current"
778279,2025-04-17,b7237f8e-9c3f-36db-9893-e65d1bf000c9,7,663855,Jordan Hicks,679032,Johan Rojas,101.7,2108.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663855/headshot/67/current"
778393,2025-04-09,039647d6-5eef-3d15-b685-aa4ff7e94a78,9,621237,José Alvarado,645277,Ozzie Albies,101.6,2240.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/621237/headshot/67/current"
776805,2025-08-09,bf613d89-b7eb-33d0-b01f-7e49c4ffa3b4,3,671212,Joe Boyle,668227,Randy Arozarena,101.6,2602.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671212/headshot/67/current"
777676,2025-06-02,7ca09918-b3eb-3ffb-a395-da9d3aa1a53e,3,663158,Robert Suarez,666464,Jerar Encarnacion,101.6,2462.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663158/headshot/67/current"
776283,2025-09-17,300358b5-712b-3e61-8d38-82587d4a79ca,0,695505,Chase Burns,691023,Jordan Walker,101.6,2628.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/695505/headshot/67/current"
776622,2025-08-23,26c00b9a-295b-3134-8c7f-e8a60fac30ce,2,687209,Zach Maxwell,682988,Tyler Locklear,101.6,2621.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687209/headshot/67/current"
776209,2025-09-23,89f03a68-9e93-3a22-900b-b68d47011b32,4,592773,Ryne Stanek,621020,Dansby Swanson,101.6,2442.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/592773/headshot/67/current"
776161,2025-09-27,c4824a0e-a380-3843-bfb4-f3a324f15348,1,691587,Eury Pérez,677595,Ronny Mauricio,101.5,2890.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691587/headshot/67/current"
776638,2025-08-22,88001060-13a1-30c9-bbd2-23520c8b242c,0,665660,Elvis Alvarado,553993,Eugenio Suárez,101.3,2677.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/665660/headshot/67/current"
777680,2025-06-01,e9efc94b-d829-34a0-8dad-e37a19b18c58,0,662253,Andrés Muñoz,664056,Harrison Bader,101.3,2428.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/662253/headshot/67/current"
777281,2025-07-01,71738428-80d1-3797-8146-94bab7a2b3f5,4,674444,Steven Cruz,663728,Cal Raleigh,101.3,2430.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/674444/headshot/67/current"
778071,2025-05-03,9e30462e-5907-36c5-8ab4-aab2dbf58a82,3,682842,Abner Uribe,621020,Dansby Swanson,101.2,2426.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682842/headshot/67/current"
776588,2025-08-26,8f9f9508-7f54-3b75-b9a8-d60dab1e6806,2,666808,Camilo Doval,656180,Riley Adams,101.2,2534.0,Cutter,FC,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666808/headshot/67/current"
777676,2025-06-02,f633c5a7-9bd0-393f-8bc4-f1b6e42db5ef,4,678495,Randy Rodríguez,630105,Jake Cronenworth,101.1,2784.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678495/headshot/67/current"
776328,2025-09-13,694d4a0e-b3ea-3e92-afa1-59fd450adbdf,1,656629,Michael Kopech,672275,Patrick Bailey,101.0,2810.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656629/headshot/67/current"
776211,2025-09-23,4458b6d6-0ecf-339c-810e-49a308a44aae,3,660896,Jorge Alcala,683766,Christian Koss,100.9,2486.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/660896/headshot/67/current"
776304,2025-09-16,08103846-bed5-338c-9996-0c305beebb4f,6,699134,Bradgley Rodriguez,683146,Brett Baty,100.9,2385.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/699134/headshot/67/current"
776249,2025-09-20,ae56c65a-4862-3696-afd0-d3d95b77bb38,6,696149,Bubba Chandler,671732,Lawrence Butler,100.9,2476.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/696149/headshot/67/current"
777710,2025-05-30,cc0d7ecc-e438-31ae-91a2-d6a2aecb5381,8,666661,Juan Morillo,677588,José Tena,100.8,2199.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666661/headshot/67/current"
777247,2025-07-04,31e1600e-cd6b-3728-a214-23ef3556d886,2,686973,Louis Varland,666018,Jonathan Aranda,100.8,2343.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/686973/headshot/67/current"
776157,2025-09-27,dfe0179e-f65f-31a2-851b-75d10a7e2062,4,801139,Payton Tolle,672761,Wenceel Pérez,100.8,2572.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/801139/headshot/67/current"
776190,2025-09-25,ac150777-f4b4-3e07-bda3-3af7eb05a3c7,0,693312,Kyle Nicolas,663647,Ke'Bryan Hayes,100.8,2467.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/693312/headshot/67/current"
776219,2025-09-23,48800fb7-327b-3d0b-97b3-60c88e5550f7,4,642759,Julian Fernández,660670,Ronald Acuña Jr.,100.7,2549.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/642759/headshot/67/current"
778016,2025-05-07,b9e8e497-ae3a-3938-a707-f6121adb0ad8,4,670059,Colin Holderman,691023,Jordan Walker,100.7,2189.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/670059/headshot/67/current"
776494,2025-09-01,eba5b403-32a5-3f97-9fe4-6bde8bbd15cf,0,670970,Adrian Morejon,656896,Emmanuel Rivera,100.7,2375.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/670970/headshot/67/current"
777011,2025-07-25,7f9eab91-3be0-3939-835e-46eab07a4bfd,4,472610,Luis García,680777,Ryan Jeffers,100.7,2144.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/472610/headshot/67/current"
776148,2025-09-28,6db80b80-457e-3ba7-b8e8-2421cf0ca96c,4,642397,Gregory Soto,669364,Xavier Edwards,100.7,2446.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/642397/headshot/67/current"
776699,2025-08-17,8d2013c6-8c1a-387a-8bee-e6205e04dcdd,5,667755,José Soriano,667670,Brent Rooker,100.7,2339.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/667755/headshot/67/current"
776894,2025-08-03,496fe0ba-d796-31dd-8a52-ca72a6c4db48,1,678606,Jose A. Ferrer,687401,Joey Ortiz,100.7,2186.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678606/headshot/67/current"
777288,2025-07-01,e56bdb24-1eb9-3d6b-8814-f182266a6e6c,5,694973,Paul Skenes,663457,Lars Nootbaar,100.6,2218.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/694973/headshot/67/current"
778099,2025-05-01,d91e4c0e-61c0-349e-9d34-cb0b24515c40,0,672578,Carlos Hernández,695578,James Wood,100.6,2430.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/672578/headshot/67/current"
778515,2025-03-30,37aa26c7-5b02-3eae-9800-c6f2ad64ad22,1,663878,Nate Pearson,677950,Alek Thomas,100.6,2496.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663878/headshot/67/current"
777302,2025-06-29,f2f7343e-9a67-32ae-ab1f-787bcb006faf,3,672841,Carlos Vargas,666969,Adolis García,100.6,,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/672841/headshot/67/current"
777654,2025-06-04,5d6f6f3c-eff4-3d88-890c-08aad245f31f,5,607481,Aaron Bummer,647304,Josh Naylor,100.6,2450.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/607481/headshot/67/current"
776233,2025-09-20,f7fff59d-8799-3662-bdbe-e21510870f85,0,694361,Will Klein,666464,Jerar Encarnacion,100.6,2262.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/694361/headshot/67/current"
776597,2025-08-25,8b74cfe3-fe48-3c9d-aeaa-baf45ad15a53,8,693645,Cam Schlittler,695578,James Wood,100.6,2582.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/693645/headshot/67/current"
778107,2025-05-01,227ac51f-d890-3fd5-a347-f54ffa2c3e2d,1,668933,Graham Ashcraft,691026,Masyn Winn,100.5,2555.0,Cutter,FC,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/668933/headshot/67/current"
777147,2025-07-11,b0dcc989-cfff-324d-8ca4-fe1f7fcb7c1f,0,676617,Riley O'Brien,669397,Nick Allen,100.5,2117.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/676617/headshot/67/current"
776161,2025-09-27,4e3f38de-a46f-3c16-a56f-4b28871258ae,2,621242,Edwin Díaz,689414,Liam Hicks,100.5,2515.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/621242/headshot/67/current"
778564,2025-03-19,88231af2-ff1a-431e-b4b2-3aaa4ea32c76,0,808963,Roki Sasaki,673548,Seiya Suzuki,100.5,2126.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/808963/headshot/67/current"
776753,2025-08-13,ad8f5e37-cc35-3e00-8710-eacf92ad3000,3,650556,Bryan Abreu,678882,Ceddanne Rafaela,100.5,2368.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/650556/headshot/67/current"
776908,2025-08-01,eb1ebe9f-7867-312a-b356-8cb6fcbfb7c1,5,683004,Jack Leiter,641487,J.P. Crawford,100.5,2555.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683004/headshot/67/current"
777306,2025-06-30,cc26c438-f212-3385-b21b-82c173451a1b,1,688158,David Morgan,547180,Bryce Harper,100.4,2428.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/688158/headshot/67/current"
776420,2025-09-07,6f82d94d-873a-39f6-81d5-37d26425f10e,0,687863,Porter Hodge,665953,Andrés Chaparro,100.4,2386.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687863/headshot/67/current"
776251,2025-09-19,e0b3b5d7-ad2a-36c3-ae3b-f0f8b02d02cd,0,656848,Michael Petersen,673962,Josh Jung,100.4,2379.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656848/headshot/67/current"
777062,2025-07-21,e3685f40-c807-31e7-a50a-b7728165e5ab,1,669093,Jeremiah Estrada,688363,Graham Pauley,100.4,2280.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/669093/headshot/67/current"
778493,2025-04-01,57b2845f-c52f-34fe-bea7-f7259cb6c3ab,3,669358,Shane Baz,665839,Enmanuel Valdez,100.4,2601.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/669358/headshot/67/current"
776508,2025-08-31,e68ccf8d-bbc5-3221-af5d-9b29a52e8a79,3,674384,Eduarniel Núñez,694671,Wyatt Langford,100.4,2816.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/674384/headshot/67/current"
777490,2025-06-16,d95aa2b1-1e99-33e9-8ba4-874260cc7eba,0,656302,Dylan Cease,518692,Freddie Freeman,100.4,2602.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656302/headshot/67/current"
777432,2025-06-20,b096cfe1-542a-3904-adc9-704e38adc703,2,594798,Jacob deGrom,457705,Andrew McCutchen,100.3,2542.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/594798/headshot/67/current"
777748,2025-05-27,a26030c4-e73b-31b6-baa2-09885b1b7518,4,678226,Daysbel Hernández,656941,Kyle Schwarber,100.3,2315.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678226/headshot/67/current"
776519,2025-08-31,d48cc179-37b0-351f-9fc4-765fe0f616df,3,645261,Sandy Alcantara,668901,Mark Vientos,100.3,2434.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/645261/headshot/67/current"
777537,2025-06-13,978f3caf-515a-319b-9bcf-77b5374ef882,5,676979,Garrett Crochet,592450,Aaron Judge,100.2,2582.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/676979/headshot/67/current"
776904,2025-08-02,3f984865-22c2-313d-b5a0-73aef7d6187c,4,699911,Dugan Darnell,687462,Spencer Horwitz,100.2,2161.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/699911/headshot/67/current"
777706,2025-05-31,d55c2655-f373-3d22-9f3d-56caca94180e,2,680885,Spencer Schwellenbach,677800,Wilyer Abreu,100.2,2352.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680885/headshot/67/current"
777171,2025-07-09,0dcdd69d-09bc-3ff7-9d25-d4670d804f0d,7,656271,Brock Burke,608369,Corey Seager,100.2,2205.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656271/headshot/67/current"
776408,2025-09-08,7defaf82-2748-3887-8d2e-f1fc87188d55,0,801403,Chase Dollander,605141,Mookie Betts,100.2,2553.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/801403/headshot/67/current"
777721,2025-05-30,8ac1abb7-6c25-3b48-adb8-ff010f405454,5,666171,Ryan Zeferjahn,700932,Kyle Manzardo,100.2,2334.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666171/headshot/67/current"
776224,2025-09-23,2987a2f3-97ed-3c40-a45f-13668b017bde,1,683175,Connor Phillips,694377,Nick Yorke,100.2,2534.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683175/headshot/67/current"
777182,2025-07-09,b2c138ec-ca58-30a8-8196-50302d231b6f,2,664126,Pete Fairbanks,678009,Parker Meadows,100.2,,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/664126/headshot/67/current"
777222,2025-07-06,aee37425-80e9-3b02-a9ca-ce6fb1da99bc,7,622554,Seranthony Domínguez,686948,Drake Baldwin,100.1,2359.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/622554/headshot/67/current"
776850,2025-08-06,9338276d-1f2a-3810-8592-48001517e581,2,676917,Cade Cavalli,667670,Brent Rooker,100.1,2369.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/676917/headshot/67/current"
778220,2025-04-22,602ebf32-280a-30c6-b042-175fe3aa6f95,4,641745,Brad Keller,606192,Teoscar Hernández,100.0,2576.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/641745/headshot/67/current"
777519,2025-06-14,066df200-d203-3b9a-bd71-dd73750b301b,5,642585,Félix Bautista,545361,Mike Trout,100.0,2424.0,Sinker,SI,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/642585/headshot/67/current"
778064,2025-05-03,abae067f-3fa0-3a3f-9395-078892969656,7,668909,Gavin Williams,665489,Vladimir Guerrero Jr.,100.0,2217.0,Four-Seam Fastball,FF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/668909/headshot/67/current"
